D:\carsim\IMG\center_2017_07_16_23_04_59_985.jpg,D:\carsim\IMG\left_2017_07_16_23_04_59_985.jpg,D:\carsim\IMG\right_2017_07_16_23_04_59_985.jpg,0,0,0,1.021926E-05
D:\carsim\IMG\center_2017_07_16_23_05_00_050.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_050.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_050.jpg,0,0,0,2.898382E-06
D:\carsim\IMG\center_2017_07_16_23_05_00_120.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_120.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_120.jpg,0,0,0,1.881577E-06
D:\carsim\IMG\center_2017_07_16_23_05_00_191.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_191.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_191.jpg,0,0,0,7.212042E-07
D:\carsim\IMG\center_2017_07_16_23_05_00_259.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_259.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_259.jpg,0,0,0,7.85569E-06
D:\carsim\IMG\center_2017_07_16_23_05_00_329.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_329.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_329.jpg,0,0,0,8.246976E-06
D:\carsim\IMG\center_2017_07_16_23_05_00_399.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_399.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_399.jpg,0,0,0,2.795474E-07
D:\carsim\IMG\center_2017_07_16_23_05_00_468.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_468.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_468.jpg,0,0,0,3.600472E-07
D:\carsim\IMG\center_2017_07_16_23_05_00_539.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_539.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_539.jpg,0,0,0,8.44757E-07
D:\carsim\IMG\center_2017_07_16_23_05_00_611.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_611.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_611.jpg,0,0,0,1.899587E-06
D:\carsim\IMG\center_2017_07_16_23_05_00_680.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_680.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_680.jpg,0,0,0,2.611432E-06
D:\carsim\IMG\center_2017_07_16_23_05_00_750.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_750.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_750.jpg,0,0,0,3.837927E-06
D:\carsim\IMG\center_2017_07_16_23_05_00_821.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_821.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_821.jpg,0,0,0,2.969272E-06
D:\carsim\IMG\center_2017_07_16_23_05_00_891.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_891.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_891.jpg,0,0,0,1.113387E-06
D:\carsim\IMG\center_2017_07_16_23_05_00_959.jpg,D:\carsim\IMG\left_2017_07_16_23_05_00_959.jpg,D:\carsim\IMG\right_2017_07_16_23_05_00_959.jpg,0,0,0,7.456559E-06
D:\carsim\IMG\center_2017_07_16_23_05_01_027.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_027.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_027.jpg,0,0,0,2.472119E-07
D:\carsim\IMG\center_2017_07_16_23_05_01_100.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_100.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_100.jpg,0,0,0,4.29999E-07
D:\carsim\IMG\center_2017_07_16_23_05_01_166.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_166.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_166.jpg,0,0,0,1.007668E-06
D:\carsim\IMG\center_2017_07_16_23_05_01_234.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_234.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_234.jpg,0,0.1031124,0,0.03507918
D:\carsim\IMG\center_2017_07_16_23_05_01_307.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_307.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_307.jpg,0,0.3466195,0,0.2844884
D:\carsim\IMG\center_2017_07_16_23_05_01_374.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_374.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_374.jpg,0,0.5134095,0,0.5811815
D:\carsim\IMG\center_2017_07_16_23_05_01_442.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_442.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_442.jpg,0,0.7547613,0,1.200273
D:\carsim\IMG\center_2017_07_16_23_05_01_513.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_513.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_513.jpg,-0.1,0.9251676,0,1.823141
D:\carsim\IMG\center_2017_07_16_23_05_01_582.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_582.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_582.jpg,-0.3,1,0,2.758623
D:\carsim\IMG\center_2017_07_16_23_05_01_648.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_648.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_648.jpg,-0.45,1,0,3.452857
D:\carsim\IMG\center_2017_07_16_23_05_01_721.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_721.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_721.jpg,-0.292683,1,0,4.389599
D:\carsim\IMG\center_2017_07_16_23_05_01_790.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_790.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_790.jpg,-0.1030527,1,0,5.088628
D:\carsim\IMG\center_2017_07_16_23_05_01_860.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_860.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_860.jpg,0,1,0,6.010065
D:\carsim\IMG\center_2017_07_16_23_05_01_930.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_930.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_930.jpg,0,1,0,6.698993
D:\carsim\IMG\center_2017_07_16_23_05_01_999.jpg,D:\carsim\IMG\left_2017_07_16_23_05_01_999.jpg,D:\carsim\IMG\right_2017_07_16_23_05_01_999.jpg,0,1,0,7.611529
D:\carsim\IMG\center_2017_07_16_23_05_02_069.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_069.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_069.jpg,0,1,0,8.291287
D:\carsim\IMG\center_2017_07_16_23_05_02_138.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_138.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_138.jpg,0,1,0,8.967075
D:\carsim\IMG\center_2017_07_16_23_05_02_208.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_208.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_208.jpg,-0.05,1,0,9.861434
D:\carsim\IMG\center_2017_07_16_23_05_02_276.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_276.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_276.jpg,-0.2,1,0,10.51712
D:\carsim\IMG\center_2017_07_16_23_05_02_348.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_348.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_348.jpg,-0.340578,1,0,11.36334
D:\carsim\IMG\center_2017_07_16_23_05_02_423.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_423.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_423.jpg,-0.09608607,1,0,12.00361
D:\carsim\IMG\center_2017_07_16_23_05_02_491.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_491.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_491.jpg,0,1,0,12.90943
D:\carsim\IMG\center_2017_07_16_23_05_02_559.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_559.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_559.jpg,0,1,0,13.76437
D:\carsim\IMG\center_2017_07_16_23_05_02_629.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_629.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_629.jpg,-0.05,1,0,14.41669
D:\carsim\IMG\center_2017_07_16_23_05_02_707.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_707.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_707.jpg,-0.25,1,0,15.24081
D:\carsim\IMG\center_2017_07_16_23_05_02_773.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_773.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_773.jpg,-0.4,1,0,15.75272
D:\carsim\IMG\center_2017_07_16_23_05_02_844.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_844.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_844.jpg,-0.6000001,1,0,16.48726
D:\carsim\IMG\center_2017_07_16_23_05_02_911.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_911.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_911.jpg,-0.8237705,1,0,17.07429
D:\carsim\IMG\center_2017_07_16_23_05_02_979.jpg,D:\carsim\IMG\left_2017_07_16_23_05_02_979.jpg,D:\carsim\IMG\right_2017_07_16_23_05_02_979.jpg,-0.6008724,1,0,17.86322
D:\carsim\IMG\center_2017_07_16_23_05_03_049.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_049.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_049.jpg,-0.4099919,1,0,18.37532
D:\carsim\IMG\center_2017_07_16_23_05_03_117.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_117.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_117.jpg,-0.236975,1,0,19.1338
D:\carsim\IMG\center_2017_07_16_23_05_03_184.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_184.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_184.jpg,0,1,0,19.92153
D:\carsim\IMG\center_2017_07_16_23_05_03_257.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_257.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_257.jpg,0,1,0,20.42167
D:\carsim\IMG\center_2017_07_16_23_05_03_325.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_325.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_325.jpg,0,1,0,21.23541
D:\carsim\IMG\center_2017_07_16_23_05_03_393.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_393.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_393.jpg,0,1,0,21.88842
D:\carsim\IMG\center_2017_07_16_23_05_03_466.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_466.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_466.jpg,0,1,0,22.67029
D:\carsim\IMG\center_2017_07_16_23_05_03_534.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_534.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_534.jpg,0,1,0,23.24028
D:\carsim\IMG\center_2017_07_16_23_05_03_602.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_602.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_602.jpg,0,1,0,24.02498
D:\carsim\IMG\center_2017_07_16_23_05_03_669.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_669.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_669.jpg,0,1,0,24.60989
D:\carsim\IMG\center_2017_07_16_23_05_03_739.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_739.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_739.jpg,0,1,0,25.37853
D:\carsim\IMG\center_2017_07_16_23_05_03_811.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_811.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_811.jpg,-0.15,1,0,25.94291
D:\carsim\IMG\center_2017_07_16_23_05_03_880.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_880.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_880.jpg,-0.35,1,0,26.63519
D:\carsim\IMG\center_2017_07_16_23_05_03_952.jpg,D:\carsim\IMG\left_2017_07_16_23_05_03_952.jpg,D:\carsim\IMG\right_2017_07_16_23_05_03_952.jpg,-0.5000001,1,0,27.09767
D:\carsim\IMG\center_2017_07_16_23_05_04_022.jpg,D:\carsim\IMG\left_2017_07_16_23_05_04_022.jpg,D:\carsim\IMG\right_2017_07_16_23_05_04_022.jpg,-0.6990416,1,0,27.63423
D:\carsim\IMG\center_2017_07_16_23_05_04_089.jpg,D:\carsim\IMG\left_2017_07_16_23_05_04_089.jpg,D:\carsim\IMG\right_2017_07_16_23_05_04_089.jpg,-0.5210587,1,0,28.11662
